School Code,School Name,Latitude,Longitude,Centre Type,Independent Public School,Actual Floor Number,Actual Building Name,Actual Street Number,Actual Street Name,Actual Suburb/Town,Actual Postcode,OIC Title,Postal Address 1,Postal Address 2,Postal Address 3,Postal Address Post Code,Band,Phone Number,Restrict Contact to Outside Teaching Hours,Fax Number,Internet Site,Official Low Year Level,Official High Year Level,DoE Geographic Region,Federal Electorate,State Electorate,Local Government Area,Host Centre Name,Host Centre Code,Host Centre Type,
5992,Pimlico SHS - Special Education Program,-19.288734,146.782657,Special Education Program,N,,Pimlico State High School,,Fulham Road,Gulliver,4812,Head of Special Education Services,PO Box 310,Castletown,Hyde park,4812,5,(07) 4759 3444,N,(07) 4759 3400,,Year 7,Year 12,North Queensland,Herbert,Townsville,Townsville (C),2049,Pimlico State High School,State High School,
5993,Raceview SS - Special Education Program,-27.640651,152.782381,Special Education Program,N,,c/- Raceview State School,96,Wildey Street,Raceview,4305,Head of Special Education Services,PO Box 4035,Raceview,,4305,5,(07) 3294 4111,N,(07) 3294 4100,,Prep Year,Year 6,Metropolitan,Blair,Ipswich,Ipswich (C),975,Raceview State School,State School,
5994,Redland Bay SS - Special Education Program,-27.618595,153.293085,Special Education Program,N,,c/- Redland Bay State School,,Gordon Road,Redland Bay,4165,Head of Special Education Services,Gordon Road,Redland bay,,4165,5,(07) 3479 4222,N,(07) 3206 8656,www.redlandbayss.eq.edu.au,Prep Year,Year 6,South East,Bowman,Redlands,Redland (C),229,Redland Bay State School,State School,
5995,Springfield Lakes SS - Special Education Program,-27.670545,152.922179,Special Education Program,N,,c/- Springfield Lakes SS,63,Springfield Lakes Boulevard,Springfield Lakes,4300,Head of Special Education Services,PO Box 4106,Springfield,,4300,5,(07) 3437 9888,N,(07) 3437 9800,,Prep Year,Year 6,Metropolitan,Oxley,Jordan,Ipswich (C),5556,Springfield Lakes State School,State School,
5996,Springwood Road SS - Special Education Program,-27.60816,153.12926,Special Education Program,N,,Springwood Road SS,94-120,Springwood Road,Rochedale South,4123,Head of Special Education Services,PO Box 1817,Springwood,,4127,5,(07) 3341 5133,N,(07) 3341 9481,,Prep Year,Year 6,South East,Rankin,Springwood,Logan (C),358,Springwood Road State School,State School,
5997,Urangan SHS - Special Education Program,-25.29664,152.876031,Special Education Program,N,,c/- Urangan State High School,,Robert Street,Urangan,4655,Head of Special Education Services,PO Box 5100,Torquay,,4655,7,(07) 4197 0111,N,(07) 4125 5436,www.uranganshs.eq.edu.au,Year 7,Year 12,North Coast,Hinkler,Hervey Bay,Fraser Coast (R),2110,Urangan State High School,State High School,
5998,Weir SS - Special Education Program,-19.315264,146.734529,Special Education Program,N,,c/- Weir State School,592,Ross River Road,Thuringowa Central,4817,Head of Special Education Services,PO Box 1776,Thuringowa Central,,4817,5,(07) 4726 1333,N,(07) 4726 1300,,Prep Year,Year 6,North Queensland,Herbert,Thuringowa,Townsville (C),395,Weir State School,State School,
5999,Wishart SS - Special Education Program,-27.549592,153.094536,Special Education Program,N,,c/- Wishart State School,,Morella Street,Wishart,4122,Teacher-in-Charge,Morella Street,Wishart,,4122,,(07) 3849 0555,N,(07) 3849 0500,,Prep Year,Year 6,Metropolitan,Bonner,Mansfield,Brisbane (C),633,Wishart State School,State School,
6000,Mitchelton SS - Special Education Program,-27.413166,152.969747,Special Education Program,N,,c/- Mitchelton State School,47,Glen Retreat Road,Mitchelton,4053,Teacher-in-Charge,47 Glen Retreat,Mitchelton,,4053,,(07) 3355 4300,N,(07) 3354 1747,,Prep Year,Year 6,Metropolitan,Ryan,Ferny Grove,Brisbane (C),1538,Mitchelton State School,State School,
6053,Aspley SS - Special Education Program,-27.369898,153.014592,Special Education Program,N,,,,Maundrell Terrace,Aspley,4034,Head of Special Education Services,Maundrell Terrace,Aspley,,4034,5,(07) 3863 9111,N,(07) 3863 9100,,Early Childhood,Year 6,Metropolitan,Lilley,Aspley,Brisbane (C),610,Aspley State School,State School,
6054,Benowa SS - Special Education Program,-28.007731,153.391147,Special Education Program,N,,,314-358,Benowa Road,Benowa,4217,Head of Special Education Services,314-358 Benowa Road,Benowa,,4217,5,(07) 5510 4333,N,(07) 5597 3826,,Early Childhood,Year 6,South East,Moncrieff,Southport,Gold Coast (C),481,Benowa State School,State School,
6057,Australian International Islamic College (Carrara),-28.003317,153.356797,Associated Facility,N,,,19,Chisholm Road,Carrara,4211,Principal,724 Blunder Road,Durack,,4077,,(07) 3372 1400,,(07) 3372 2500,www.aiic.qld.edu.au,Prep Year,Year 10,South East,Moncrieff,Gaven,Gold Coast (C),5396,Australian International Islamic College (Durack),Non-State School,
6125,Arethusa College (Deception Bay),-27.178469,152.98686,Non-State School,N,,,1-83,Deception Bay Road,Deception Bay,4508,Principal,PO Box 565,Burpengary,,4505,,1300 720 371,,(07) 3888 5143,www.arethusa.qld.edu.au,Year 7,Year 12,North Coast,Petrie,Bancroft,Moreton Bay (R),6125,Arethusa College (Deception Bay),Non-State School,
6126,EQIP Technical College - Gladstone Region,-23.851624,151.253304,Associated Unit (Other),N,,,30,Dawson Road Entrance on Boles Street,West Gladstone,4680,Principal,PO Box 260,Gladstone,,4680,,(07) 4976 6101,N,(07) 4976 6191,www.gladstonshs.eq.edu.au,Year 11,Year 12,Central Queensland,Flynn,Gladstone,Gladstone (R),2030,Gladstone State High School,State High School,
6127,Yarrabah State School - Primary Campus,-16.905947,145.864712,Campus,N,,,,Gribble Street,Yarrabah,4871,Head of Campus,Gribble Street,Yarrabah,,4871,,(07) 4056 0666,N,(07) 4056 0600,www.yarrabahss.eq.edu.au,Year 1,Year 6,Far North Queensland,Kennedy,Mulgrave,Yarrabah (S),1303,Yarrabah State School,State School,
6128,Yarrabah State School - Secondary Campus,-16.928849,145.874633,Campus,N,,,,Back Beach Road,Yarrabah,4871,Head of Campus,Gribble Street,Yarrabah,,4871,,(07) 4056 0333,N,(07) 4056 0300,www.yarrabahss.eq.edu.au,Year 7,Year 10,Far North Queensland,Kennedy,Mulgrave,Yarrabah (S),1303,Yarrabah State School,State School,
6129,Yarrabah State School - Prep Campus,-16.907911,145.868332,Campus,N,,,,Workshop Street,Yarrabah,4871,Head of Campus,Gribble Street,Yarrabah,,4871,,(07) 4056 9206,N,(07) 4056 9394,www.yarrabahss.eq.edu.au,Early Childhood,Prep Year,Far North Queensland,Kennedy,Mulgrave,Yarrabah (S),1303,Yarrabah State School,State School,
6134,Bounty Boulevard State School,-27.215694,153.008052,State School,Y,,,195,Bounty Boulevard,North Lakes,4509,Principal,PO Box 1145,North Lakes,,4509,11,(07) 3482 1333,N,(07) 3482 1300,www.bountyboulevardss.eq.edu.au,Prep Year,Year 6,North Coast,Petrie,Bancroft,Moreton Bay (R),6134,Bounty Boulevard State School,State School,
6135,Highland Reserve State School,-27.892907,153.282923,State School,Y,,,570,Reserve Road,Upper Coomera,4209,Principal,570 Reserve Road,Upper Coomera,,4209,10,(07) 5588 3333,N,(07) 5588 3300,www.highlandreservess.eq.edu.au,Prep Year,Year 6,South East,Forde,Theodore,Gold Coast (C),6135,Highland Reserve State School,State School,
6136,Ormeau Woods State High School,-27.77032,153.26412,State High School,Y,,,,Goldmine Road,Ormeau,4208,Principal,Goldmine Road,Ormeau,,4208,11,(07) 5540 9222,N,(07) 5540 9200,www.ormeauwoodsshs.eq.edu.au,Year 7,Year 12,South East,Fadden,Coomera,Gold Coast (C),6136,Ormeau Woods State High School,State High School,
6137,Music Industry College,-27.45886,153.036966,Non-State School,N,,,38-42,Berwick Street,Fortitude Valley,4006,Principal,PO Box 943,Fortitude Valley,,4006,,(07) 3852 3074,,(07) 3041 6570,www.mic.org.au,Year 11,Year 12,Metropolitan,Brisbane,McConnel,Brisbane (C),6137,Music Industry College,Non-State School,
6138,St Clare's Catholic School,-19.257721,146.704429,Non-State School,N,,,,Burdell Drive,Burdell,4818,Principal,PO Box 414,Deeragun,,4818,,(07) 4760 6900,,(07) 4774 3489,www.stclarestsv.catholic.edu.au,Prep Year,Year 6,North Queensland,Herbert,Hinchinbrook,Townsville (C),6138,St Clare's Catholic School,Non-State School,
6140,Herberton State School - Primary Campus,-17.372335,145.379085,Campus,Y,,,,Elwyn Phillips Memorial Drive,Moomin,4887,Principal,Grace Street,Herberton,,4887,,(07) 4096 1333,N,(07) 4096 1300,www.herbertonss.eq.edu.au,Prep Year,Year 6,Far North Queensland,Kennedy,Hill,Tablelands (R),254,Herberton State School,State School,
6141,Herberton State School - Secondary Campus,-17.380503,145.382585,Campus,Y,,,,Grace Street,Herberton,4887,Principal,Herberton State School,Elwyn Phillips Memorial,Herberton,4887,,(07) 4096 1222,N,(07) 4096 2690,www.herbertonss.eq.edu.au,Year 7,Year 10,Far North Queensland,Kennedy,Hill,Tablelands (R),254,Herberton State School,State School,
6142,Mother Teresa Primary School,-27.78242,153.272628,Non-State School,N,,,169,Eggersdorf Road,Ormeau,4208,Principal,169 Eggersdorf Road,Ormeau,,4208,,(07) 5549 5000,,(07) 5549 5001,www.motherteresa.qld.edu.au,Prep Year,Year 6,South East,Fadden,Coomera,Gold Coast (C),6142,Mother Teresa Primary School,Non-State School,
6143,Australian Christian College Moreton (Distance),-27.057676,152.95259,Non State School Distance Education,N,,,34,Cottrill Road,Caboolture,4510,Principal,Locked Bag 6000,Caboolture BC,,4510,,(07) 5490 6100,,(07) 5490 6150,www.acc.edu.au,Prep Year,Year 12,North Coast,Longman,Pumicestone,Moreton Bay (R),1677,Australian Christian College - Moreton,Non-State School,
6145,Great Alternate Programme,-25.286088,152.863568,Support Unit (Other),N,,,234,Torquay Terrace,Torquay,4655,Principal,234 Torquay Terrace,Torquay,Hervey Bay,4655,,(07) 4125 5440,,(07) 4125 5436,,Year 8,Year 12,North Coast,Hinkler,Hervey Bay,Fraser Coast (R),2110,Urangan State High School,State High School,
6147,Ravenshoe State School - Junior Campus,-17.612642,145.481975,Campus,N,,,,Ascham Street,Ravenshoe,4888,Principal,PO Box 40,Ravenshoe,,4888,,(07) 4097 5222,N,(07) 4097 5200,www.ravenshoss.eq.edu.au,Prep Year,Year 6,Far North Queensland,Kennedy,Hill,Tablelands (R),1315,Ravenshoe State School,State School,
6148,Ravenshoe State School - Senior Campus,-17.610597,145.488711,Campus,N,,,,Moore Street,Ravenshoe,4888,Principal,PO Box 40,Ravenshoe,,4888,,(07) 4097 5333,N,(07) 4097 5300,www.ravenshoss.eq.edu.au,Year 7,Year 12,Far North Queensland,Kennedy,Hill,Tablelands (R),1315,Ravenshoe State School,State School,
6154,St Joseph's College (Quarry Street),-27.457576,153.027299,Associated Facility,N,,,40,Quarry Street,Spring Hill,4000,Principal,285 Gregory Terrace,Brisbane,,4000,,(07) 3214 5200,N,(07) 3832 5427,www.terrace.qld.edu.au,Year 10,Year 10,Metropolitan,Brisbane,McConnel,Brisbane (C),5305,St Joseph's College (Gregory Terrace),Non-State School,
6155,Toolooa SHS - Flexible Learning Centre,-23.873238,151.270448,Support Unit (Other),N,,,,Philip Street,South Gladstone,4680,Teacher-in-Charge,Toolooa SHS Flexible Learning Centre,PO Box 8109,South Gladstone,4680,,(07) 4971 4305,,(07) 4971 4300,,Year 10,Year 10,Central Queensland,Flynn,Gladstone,Gladstone (R),2152,Toolooa State High School,State High School,
6156,Centenary Heights SHS - Flexi School Campus,-27.558447,151.955659,Support Unit (Other),N,,,Lot 1,Chalk Drive,Toowoomba,4350,Teacher-in-Charge,60 Ramsay Street,Toowoomba,,4350,,(07) 4614 4100,,(07) 4614 4110,www.toowoombaflex.eq.edu.au,Year 10,Year 12,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),2121,Centenary Heights State High School,State High School,
6157,Wisdom College,-27.621625,153.03601,Non-State School,N,,,97,Formby Street,Calamvale,4116,Principal,97 Formby Street,Calamvale,,4116,,(07) 3711 9821,,,www.wisdomcollege.qld.edu.au,Prep Year,Year 9,Metropolitan,Rankin,Algester,Brisbane (C),6157,Wisdom College,Non-State School,
6159,Ashmore SS - Special Education Program,-27.989147,153.381323,Special Education Program,N,,,,Currumburra Road,Ashmore,4214,Teacher-in-Charge,Currumburra Road,Ashmore,,4214,,(07) 5656 1333,N,(07) 5656 1300,,Prep Year,Year 6,South East,Moncrieff,Southport,Gold Coast (C),1871,Ashmore State School,State School,
6160,Avoca SS - Special Education Program,-24.883639,152.313454,Special Education Program,N,,,,Twyford Street,Avoca,4670,Head of Special Education Services,PO Box 5636,Bundaberg West,,4670,5,(07) 4150 0444,N,(07) 4150 0400,,Prep Year,Year 6,North Coast,Hinkler,Bundaberg,Bundaberg (R),1901,Avoca State School,State School,
6161,Bald Hills SS - Special Education Program,-27.320095,153.006826,Special Education Program,N,,,2156,Gympie Road,Bald Hills,4036,Head of Special Education Services,PO Box 40,Bald Hills,,4036,5,(07) 3261 1554,N,(07) 3261 1715,www.baldhillss.eq.edu.au,Prep Year,Year 6,Metropolitan,Petrie,Aspley,Brisbane (C),4,Bald Hills State School,State School,
6163,Bellevue Park SS - Special Education Program,-27.995615,153.396254,Special Education Program,N,,,,Sapium Road,Ashmore,4214,Teacher-in-Charge,Sapium Road,Southport,,4215,,(07) 5539 5999,N,(07) 5597 3939,,Prep Year,Year 6,South East,Moncrieff,Southport,Gold Coast (C),1925,Bellevue Park State School,State School,
6164,Benowa SHS - Special Education Program,-28.004753,153.388506,Special Education Program,N,,,,Mediterranean Drive,Benowa,4217,Head of Special Education Services,PO Box 5733,Gold Coast Mail Centre,,9726,6,(07) 5582 7333,N,(07) 5582 7300,,Year 7,Year 12,South East,Moncrieff,Southport,Gold Coast (C),2150,Benowa State High School,State High School,
6165,Biggera Waters SS - Special Education Program,-27.927255,153.397355,Special Education Program,N,,,,Cnr Morala Avenue & Coombabah Road,Biggera Waters,4216,Head of Special Education Services,Cnr Morala Avenue & Coombabah Road,Biggera Waters,,4216,5,(07) 5537 1033,N,(07) 5529 0250,,Prep Year,Year 6,South East,Fadden,Broadwater,Gold Coast (C),65,Biggera Waters State School,State School,
6166,Birkdale South SS - Special Education Program,-27.505887,153.212623,Special Education Program,N,,,451,Old Cleveland Road East,Birkdale,4159,Head of Special Education Services,451 Old Cleveland Road East,Birkdale,,4159,5,(07) 3820 4333,N,(07) 3820 4300,,Prep Year,Year 6,South East,Bowman,Capalaba,Redland (C),1915,Birkdale South State School,State School,
6167,Bounty Boulevard SS - Special Education Program,-27.215694,153.008052,Special Education Program,N,,,195,Bounty Boulevard,North Lakes,4509,Head of Special Education Services,PO Box 1145,North Lakes,,4509,5,(07) 3482 1333,N,(07) 3482 1300,www.bountyboulevardss.eq.edu.au,Prep Year,Year 6,North Coast,Petrie,Bancroft,Moreton Bay (R),6134,Bounty Boulevard State School,State School,
6168,Bundaberg East SS - Special Education Program,-24.862297,152.372561,Special Education Program,N,,,33,Scotland Street,Bundaberg East,4670,Head of Special Education Services,33 Scotland Street,Bundaberg East,,4670,5,(07) 4132 6111,N,(07) 4132 6100,,Prep Year,Year 6,North Coast,Hinkler,Bundaberg,Bundaberg (R),497,Bundaberg East State School,State School,
6169,Caboolture SS - Special Education Program,-27.082517,152.948729,Special Education Program,N,,,12,George Street,Caboolture,4510,Head of Special Education Services,12 George Street,Caboolture,,4510,5,(07) 5431 4555,N,(07) 5431 4500,,Prep Year,Year 6,North Coast,Longman,Morayfield,Moreton Bay (R),369,Caboolture State School,State School,
6170,Cairns SDE - Special Education Program,-16.92359,145.750777,Special Education Program,N,,,62,Hoare Street,Manunda,4870,Teacher-in-Charge,PO Box 7092,Cairns,,4870,,(07) 4080 9111,N,(07) 4080 9100,,Prep Year,Year 12,Far North Queensland,Leichhardt,Cairns,Cairns (R),3601,Cairns School of Distance Education,School of Distance Education,
6171,Calliope SS - Special Education Program,-24.004837,151.202922,Special Education Program,N,,,,Stirrat Street,Calliope,4680,Head of Special Education Services,PO Box 232,Calliope,,4680,5,(07) 4975 8333,N,(07) 4975 8300,www.calliopess.eq.edu.au,Prep Year,Year 10,Central Queensland,Flynn,Callide,Gladstone (R),20,Calliope State School,State School,
6172,Cannonvale SS - Special Education Program,-20.274758,148.69967,Special Education Program,N,,,56,Coral Esplanade,Cannonvale,4802,Teacher-in-Charge,PO Box 117,Cannonvale,,4802,,(07) 4946 2333,N,(07) 4946 2300,,Prep Year,Year 6,North Queensland,Dawson,Whitsunday,Whitsunday (R),589,Cannonvale State School,State School,
6173,Canungra SS - Special Education Program,-28.016911,153.162365,Special Education Program,N,,,,Christie Street,Canungra,4275,Teacher-in-Charge,Christie Street,Canungra,,4275,,(07) 5541 6111,N,(07) 5541 6100,,Prep Year,Year 6,South East,Wright,Scenic Rim,Scenic Rim (R),566,Canungra State School,State School,
6174,Carbrook SS - Special Education Program,-27.678064,153.235233,Special Education Program,N,,,,Redland Bay Road,Carbrook,4130,Head of Special Education Services,Redland Bay Road,Carbrook,,4130,5,(07) 3209 0888,N,(07) 3209 0800,,Prep Year,Year 6,South East,Forde,Macalister,Logan (C),278,Carbrook State School,State School,
6175,Churchill SS - Special Education Program,-27.642697,152.750604,Special Education Program,N,,,,Warwick Road,Churchill,4305,Teacher-in-Charge,Warwick Road,Churchill,,4305,,(07) 3810 4333,N,(07) 3810 4300,,Prep Year,Year 6,Metropolitan,Blair,Ipswich,Ipswich (C),1789,Churchill State School,State School,
6176,Cleveland SS - Special Education Program,-27.528303,153.270274,Special Education Program,N,,,,Queen Street,Cleveland,4163,Head of Special Education Services,PO Box 194,Cleveland,,4163,5,(07) 3488 1333,N,(07) 3488 1300,www.clevelandss.eq.edu.au,Prep Year,Year 6,South East,Bowman,Oodgeroo,Redland (C),22,Cleveland State School,State School,
6177,Collingwood Park SS - Special Education Program,-27.614482,152.863031,Special Education Program,N,,,,Cnr Burrel & Hannant Streets,Collingwood Park,4301,Teacher-in-Charge,PO Box 75,Redbank Plaza,,4301,,(07) 3381 4333,N,(07) 3381 4300,,Prep Year,Year 6,Metropolitan,Oxley,Bundamba,Ipswich (C),1956,Collingwood Park State School,State School,
6178,Collinsville SHS - Special Education Program,-20.548484,147.834688,Special Education Program,N,,,,Walker Street,Collinsville,4804,Teacher-in-Charge,PO Box 161,Collinsville,,4804,,(07) 4785 8111,N,(07) 4785 8100,,Prep Year,Year 12,North Queensland,Capricornia,Burdekin,Whitsunday (R),2171,Collinsville State High School,State High School,
